leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact_1,interesting_fact_2,interesting_fact_3,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Port Louis existing POIs (voice rewrite pass)","2","Martello Tower","history","Port Louis, Mauritius","","","","This squat coastal defence tower was built by the British between 1832 and 1835, one of five raised around Mauritius after the 1810 conquest from France, amid fears of a French counter-attack. Its design copied the Torra di Mortella in Corsica, which had impressed British forces for its thick basalt walls, flat gun roof and self-contained garrison quarters. Restored in 1992 with funding from the Mauritian government and several foreign missions, it reopened as a museum in 2000 and is now a protected national heritage site.","Despite being purpose-built for war, none of Mauritius's Martello towers ever fired a shot in anger - they were rendered obsolete by advances in artillery before any French attack materialised.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). Photo re-composited 2026-09-19 (blur-pad, 1000x379) to fix top crop - same bug/fix as project_port_louis_route memory. User picked fact 1, fact 2 cleared.","-20.1678097","57.4719236","promoted - already live in sites.csv","port-louis-martello-tower.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Memoire Des Naufrages Du Stargate","history","Port Louis, Mauritius","","","","This memorial remembers the ten people who died when the pleasure boat Stargate sank in rough seas near Baie-du-Tombeau, returning from a day trip to Île Plate off the north coast. Fourteen young holidaymakers and crew were aboard; only four survived. The tragedy led to manslaughter charges against the boat's owner, Donald Veerabadren, over the vessel's seaworthiness.","Among the ten who died was the boat's own skipper, Mamode Dowlut, alongside nine young passengers including Irsand Pokun, Israq Khodabux and Yashill Oozeer - names still listed on the memorial.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory).","-20.1539415","57.4875709","promoted - already live in sites.csv","port-louis-memoire-des-naufrages-du-stargate.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Les Salines Garden","quirky","Port Louis, Mauritius","","","","This public garden in the Les Salines district takes its name from a saltworks founded on the site in 1726 by salt-worker Jean Dominique Michel de Caudan, during the era of Governor Mahé de La Bourdonnais - salt was a vital commodity then, used to preserve meat for ships' stores. Also known as Robert Edward Hart Garden, in honour of the ""prince of Mauritian poet-writers,"" who spent nearly two decades as librarian of the Mauritius Institute - succeeding his own father in the post - before retiring to a house he called La Nef, now a museum in his memory. It later became a pleasure ground and place of relaxation for Port Louis residents, and the district still holds Kwan Tee Pagoda, the oldest Chinese temple on the island, founded in 1842.","The salt pans that gave the district its name were founded in 1726 - more than a decade before Port Louis itself even became the island's capital, under Labourdonnais in the 1730s.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass); best material woven into the description itself, not just left as a bullet fact. User picked fact 1 during POI Reader review 2026-09-19; fact 2 cleared.","-20.1605512","57.4894478","promoted - already live in sites.csv","port-louis-les-salines-garden.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Tortoise Park","quirky","Port Louis, Mauritius","","","","Step up to the low wall of this modest concrete-and-dirt enclosure, tucked right next to Les Salines park, and a handful of giant tortoises shuffle into view - a small city attraction rather than a sprawling nature reserve, and all the more charming for it. The tortoises here are Aldabra giants, imported from the Seychelles rather than native Mauritian stock; the island's own species, the Cylindraspis tortoises, were hunted to extinction by the 1830s, killed off by sailors who kept them alive on ships as portable, self-preserving meat for long voyages. These modern residents are living stand-ins for that lost history.","Bring a handful of fresh grass or leafy greens to the low wall and you'll see these supposedly sluggish animals do something unexpected - they'll genuinely hustle over for a snack, since the bare enclosure gives them nothing to forage for themselves.","Reach over gently and scratch one under the neck, and it will often lift its whole shell off the ground, stretch its neck right out, and freeze in what can only be described as an expression of total bliss.","Port Louis is the hottest, most humid spot in Mauritius, tucked behind a mountain range that blocks the trade winds - and in peak afternoon heat, the tortoises cope exactly like anyone would: piling into the shade and on top of each other rather than moving an inch.","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Description and all 3 facts rewritten 2026-09-19 from user-supplied research (Google) - Aldabra tortoises vs extinct native Cylindraspis, feeding behaviour, neck-scratch response, Port Louis heat/humidity context. Not independently re-verified via WebSearch, taken as reliable per user.","-20.1592789","57.4878258","promoted - already live in sites.csv","port-louis-tortoise-park.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Lenin Statue Bust","statue","Port Louis, Mauritius","","","","A bronze bust of Vladimir Lenin stands in a small square in Port Louis - an unlikely sight on a tropical island tour. It commemorates the Soviet Union's early recognition of Mauritian independence: diplomatic relations between Mauritius and the USSR were established on 17 March 1968, just five days after the island itself became independent, and Cold War-era ties between the two countries ran deep for decades afterward, from technical aid to naval agreements. Lenin isn't the only Soviet-era face watching over Port Louis, either - a bust of the poet Alexander Pushkin, an exact copy of the one in St Petersburg's Square of Arts, stands in a separate public garden elsewhere in the city, a later gift from Russia continuing the same tradition.","The bust was installed in 1983 in what's known locally as Yuri Gagarin Square, named after the Soviet cosmonaut - a small cluster of Soviet-linked commemoration tucked into one corner of Port Louis.","Mauritius and the USSR established diplomatic relations on 17 March 1968 - just five days after Mauritius itself became independent, making the Soviet Union one of the very first countries to formally recognise the new nation.","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). FLAG FOR USER: a 2026-09-19 WebSearch (Wikipedia list of Lenin sculptures) states this bust was installed in 1972, conflicting with the existing description/fact claim of 1983 (Yuri Gagarin Square) - not confident enough in either source to pick one, worth confirming on site via the plaque or a more authoritative source before promotion. Description expanded 2026-09-19 with diplomatic-relations timing (17 March 1968, 5 days after independence) and the related Pushkin bust elsewhere in Port Louis - WebSearch: Wikipedia List of sculptures of Vladimir Lenin, mid.ru (Russian embassy). Note: the 1972-vs-1983 installation date conflict flagged earlier remains unresolved - still not confident enough in either source to assert one.","-20.1594014","57.4890984","promoted - already live in sites.csv","port-louis-lenin-statue-bust.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Cimetiere de l'Ouest","history","1 Cemetery Road, Port Louis, Mauritius","","","","This is the Western Cemetery of Port Louis, established in 1771 after its predecessor near the Pouce stream was closed over fears of infection - it was originally known as the Cimetière du Fort Blanc, after a nearby fort. Its ornate Creole, French and British tombstones and mausoleums chart the island's colonial history, though the cemetery, expanded over time to 60,000 square metres, was still overwhelmed by the catastrophic 1865-67 malaria epidemic that killed roughly a third of Port Louis's population.","The 1867 epidemic was so catastrophic - killing an estimated 6,000 people in a single month in Port Louis alone - that this cemetery simply ran out of room. A brand new 162-hectare cemetery had to be built that same year just to cope with the dead, and at the time it opened as the largest cemetery anywhere in the Southern Hemisphere.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 2 during POI Reader review 2026-09-19; fact 1 dropped.","-20.1599011","57.4864133","promoted - already live in sites.csv","port-louis-cimetiere-de-l-ouest.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","1892 Hurricane Memorial","history","Port Louis, Mauritius","","","","This memorial remembers the catastrophic cyclone of 29 April 1892, which struck Mauritius with winds over 195 km/h and remains one of the deadliest tropical cyclones ever recorded in the Southern Hemisphere. Roughly a third of Port Louis was flattened, some 1,500 houses wrecked, 20,000 residents left homeless, and at least 596 people died in the city alone - out of about 1,200 deaths across the island.","The storm was powerful enough to snap the stone tomb-monument of Governor Malartic in Champ de Mars clean in two - a small but telling sign of just how violently the 1892 cyclone tore through the capital.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 1 during POI Reader review 2026-09-19; fact 2 cleared.","-20.1587515","57.4871723","promoted - already live in sites.csv","port-louis-1892-hurricane-memorial.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Marina","building","Port Louis, Mauritius","","","","This working small-boat marina on the Port Louis waterfront - locally known as ""Bassin des Chaloupes,"" the basin of the whaleboats - was built as part of the Caudan Waterfront development that opened in 1996. It offers around 20 berths with power, water, showers and laundry facilities, depths shifting between roughly 2 and 4 metres at low tide, fishing boats and pleasure craft moored side by side beneath the backdrop of the Moka mountain range.","Port Louis is Mauritius's only official port of entry for yachts arriving from across the Indian Ocean - every visiting vessel must first clear Health, Immigration and Customs at the Customs Landing Steps in the main harbour before it's allowed to move here to the marina itself, and the commercial port only opens to arriving traffic between 6am and 6pm.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory).","-20.1601104","57.4969383","promoted - already live in sites.csv","port-louis-marina.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Le Suffren Hotel & Marina","building","Port Louis, Mauritius","","","","This 4-star hotel on the Caudan Waterfront comes with its own marina, and carries the name of Pierre André de Suffren, the 18th-century French admiral who used Île de France - as Mauritius was then called - as his forward base while fighting the British for control of the Indian Ocean through the 1780s. Its nautical-themed rooms and harbour-facing terraces trade on that seafaring history right at the water's edge.","His own sailors nicknamed him ""Admiral Satan"" - Suffren was famously obese, wore rumpled food-stained clothes, and swore like the sailors he commanded rather than the aristocrat he was born as, yet it was exactly that unconventional style that helped him fight Britain's navy to a standstill across five brutal battles.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 2 during POI Reader review 2026-09-19; fact 1 dropped.","-20.160376","57.495435","promoted - already live in sites.csv","port-louis-le-suffren-hotel-marina.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Meat Market","quirky","Central Market, Port Louis, Mauritius","","","","Step into the butchery section of Port Louis's Central Market, on this site since the market moved to La Corderie Street in 1833, inside a building whose gates and cast-iron colonial architecture were inaugurated by Governor Sir William Gomm in 1844. Physically separated from the market's adjoining fish and fresh-produce halls, it supplies much of the capital's daily cooking, its trade largely following halal practice in step with the sizeable Muslim community concentrated in this part of Port Louis. Trading starts well before dawn, with the busiest activity long over by the time most of the city's shops open for the day.","The oldest surviving building of Central Market dates to 1833 - meaning shoppers here are buying meat in a structure that predates the abolition of slavery in Mauritius (effective 1 February 1835, when 66,343 people were freed) by about two years.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory).","-20.15959409788361","57.50236698857931","promoted - already live in sites.csv","port-louis-meat-market.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Fish Market","quirky","Port Louis, Mauritius","","","","Step into the fish and seafood section of Central Market Port Louis, opening from around 6am each day as fishermen bring in their catch from the Indian Ocean - octopus (fresh and dried), shark, wahoo, marlin, lobster and more. Unlike the fixed-price stalls elsewhere in the market, this section still runs on an auction system, fishmongers calling out and haggling over the price of each morning's catch in full view of shoppers - louder and livelier than anywhere else in the market complex.","The market's fish auctions happen daily at dawn, which means the liveliest trading here is often over before most tourists - and even most Port Louis office workers - have started their day.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory).","-20.15935494797741","57.50255714681074","promoted - already live in sites.csv","port-louis-fish-market.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Rabita Hall","building","28 Pope Hennessy St, Port Louis, Mauritius","","","","This event and function hall sits in central Port Louis, on Pope Hennessy Street close to St James Cathedral, the Supreme Court and the passport office, run by the Muslim Educational Society - a community organisation founded in 1926 by Mawlana Abdullah Rashid Nawab. Alongside weddings, community gatherings and religious lectures, the hall anchors a wider network of educational and social programmes the Society runs across the capital.","Nawab wasn't originally meant to stay - he arrived in 1915 on a five-year contract as Imam of the Jummah Mosque, and chose to remain in Mauritius afterward specifically to build the educational institution that became the Muslim Educational Society, rather than return home.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 2 during POI Reader review 2026-09-19; fact 1 dropped.","-20.1667938","57.5062056","promoted - already live in sites.csv","port-louis-rabita-hall.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Tombeau Malartic","history","Port Louis, Mauritius","","","","This obelisk-tomb stands in the grounds of Champ de Mars racecourse, raised in 1800 by the colonial administration for Anne Joseph Hippolyte de Maurès, Comte de Malartic, who governed the French territories east of the Cape of Good Hope from 1792 until his death in Port Louis on 28 July 1800. He was popular enough in office that the city's main street was later renamed Rue Malartic in his honour.","Malartic had already had a long career across the French empire before Mauritius - he served in Canada, arriving at Quebec in 1755, and later governed Guadeloupe, before finishing his career here. Despite his austere, reserved manner, he was so well-loved by the colony that people saw him less as a governor than as a father figure - and a town in Quebec, Malartic, still carries his name today.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). Photo re-composited 2026-09-19 (blur-pad, 1000x379) to fix top crop. User picked fact 2, fact 1 dropped.","-20.1705861","57.5115532","promoted - already live in sites.csv","port-louis-tombeau-malartic.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Port Louis Gymkhana","building","Frère Felix De Valois St, Port Louis, Mauritius","","","","This social and sporting club sits in the British colonial ""gymkhana club"" tradition, part of a model the Empire exported across its colonies from Africa to the Caribbean and Asia. Its golf course, one of the oldest in the Southern Hemisphere, has hosted golf since 1844, when it began life as a service club for officers of the British Royal Navy stationed on the island.","The club's golf course has been played continuously since 1844, making it roughly contemporary with Port Louis's Central Market and one of the oldest sporting grounds anywhere in the Indian Ocean region.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 1 during POI Reader review 2026-09-19; fact 2 cleared.","-20.1715418","57.5100317","promoted - already live in sites.csv","port-louis-gymkhana.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Tien Tan Chinese Pagoda","building","Foot of Signal Mountain, near Chinatown, Port Louis, Mauritius","","","","At the foot of Signal Mountain, on the edge of Port Louis's Chinatown, this Chinese Buddhist and Taoist temple went up in the 1960s as a scaled-down replica of Beijing's famous Temple of Heaven (Tian Tan), from which it takes its name - also written locally as Thien-Thane Pagode. A bright red staircase leads up to the temple against the green backdrop of the mountain.","Unlike most pagodas, which are filled with statues of deities, the inside of Tien Tan Pagoda is deliberately bare but for a single altar - visitors come to light incense and leave offerings beneath softly glowing lanterns rather than to view religious imagery, in keeping with its Taoist roots.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Photo re-composited 2026-09-19 (blur-pad, 1000x379) to fix bottom-of-frame crop (source photo had lots of sky at top, pagoda base was being cut off) - same bug/fix as project_port_louis_route memory.","-20.176171","57.507138999999995","promoted - already live in sites.csv","port-louis-tien-tan-pagoda.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","La Butte Glissement de terrain","history","Port Louis, Mauritius","","","","This site marks La Butte, one of Port Louis's recognised landslide-risk zones, where steep basalt slopes and clay-rich soils have repeatedly given way after heavy rain or nearby construction work. The area has been monitored and studied by the municipality and engineering researchers for years, part of wider efforts to manage landslide hazards across the city.","In August 2017, excavation work for the Metro Express rail project triggered a landslide at La Butte that cracked a road, brought down a utility pylon and damaged nearby walls - a vivid, recent example of why the site is flagged as high-risk.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory).","-20.1676602","57.4924214","promoted - already live in sites.csv","port-louis-la-butte-glissement-de-terrain.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Manga Street Murals","quirky","Venpin Street, off Royal Road, Chinatown, Port Louis, Mauritius","","","","Duck into the narrow passage off Royal Road that everyone in Chinatown just calls Manga Street, and the walls close in with colour - a girl with sea-green hair, a blue-haired swordsman mid-strike, a golden-haired heroine wreathed in mist, each panel painted floor to roof on old shopfront brick. Every figure here was put up for free in June 2020 by young volunteer artists working with the New Chinatown Foundation, on a stretch of Venpin Street that had sat abandoned for years - proof, as one of the organisers put it at the time, that young people still show up to volunteer for their own neighbourhood.","Many of the murals were painted to mark the 50th anniversary of diplomatic ties between Mauritius and China, turning a once-derelict back alley into one of the most photographed corners of Port Louis.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Updated 2026-09-20 per user request: relocated to Venpin Street (Manga Street) specifically, off Royal Road in Chinatown - confirmed via WebSearch (Le Mauricien, mauritiusnow.com) as a small alley revitalised by the New Chinatown Foundation starting June 2020, with murals of Dragon Ball/Naruto/One Punch Man-style anime characters. Added real fact 2 from a 2022 Le Mauricien article on the ""Manga Pop Art"" repaint controversy (volunteer artists felt their free work was being erased; foundation president Jean-Paul Lam clarified a 2-yearly refresh policy). Photo replaced with user-pasted mural photo (Sword Art Online-style characters), re-composited 2026-09-20 (blur-pad, 1000x379) since native ratio (~1.9:1) was narrower than the app's ~2.64:1 display box and would have clipped hair/legs on center-crop. Lat/long not independently re-geocoded to the exact alley pin - kept existing Chinatown-area coordinates, which sit ~220m south of the China Town North Gate POI and are consistent with Venpin Street being a small alley off Royal Road within that same block. Updated 2026-09-20: kept fact 1 only per user pick, cleared fact 2. Photo re-composited at 1.3x scale (blur-pad foreground enlarged from the raw source) per user request - mural now fills most of the frame with only ~30px blur padding per side, versus the original contain-fit version.","-20.1600031","57.507832","promoted - already live in sites.csv","port-louis-venpin-street-mural.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Square Khadafi","history","51 Madad ul Islam St, Port Louis, Mauritius","","","","This public square in Plaine Verte, Port Louis's Muslim quarter, is popularly known as Khadafi Square - after Libyan leader Muammar Gaddafi donated a statue of himself to the city here in the 1980s, reflecting Libyan-Mauritian ties of that era. The statue came down after Gaddafi's fall from power in 2011, but the square kept his name, and it remains a community gathering point for the neighbourhood.","The statue that gave the square its name outlasted Gaddafi's own rule by only months - it came down soon after his 2011 overthrow and death, yet locals still call the square by his name today.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory).","-20.1589129","57.5114255","promoted - already live in sites.csv","port-louis-square-khadafi.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Old Ghoon Mazaar","religious_building","47b Benares St, Port Louis, Mauritius","","","","This mazaar - a shrine to a revered holy figure - stands on Benares Street in Plaine Verte, the historic Muslim quarter of Port Louis on the far side of the Citadelle hill. The district is the traditional home of the Ghoon (or Yamsé) festival, observed since 1790 by Mauritius's Shia Muslim minority to commemorate the martyrdom of Hussain, grandson of the Prophet Muhammad, during the Islamic month of Muharram.","This tradition hasn't always been safe to practice: during the 1850 Yamsé Ghoon Riots, the annual Muharram procession here was violently attacked by a mob of Creole ex-slaves, forcing marchers to abandon their ceremonial Ghoon structures and flee through the streets - several people died, and the police chief was heavily criticised for failing to intervene.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 2 (1850 Yamsé Ghoon Riots) during POI Reader review 2026-09-20; moved to fact 1, original fact 1 cleared.","-20.1594574","57.514343","promoted - already live in sites.csv","","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Islamic Cultural Centre","building","Port Louis, Mauritius","","","","This community centre serves Port Louis's Muslim community, established in August 1987 to meet a long-felt need for a dedicated cultural institution, in line with the Mauritian government's policy of promoting the cultural heritage of all communities on the island. It was placed on a formal legal footing two years later through the Islamic Cultural Centre Trust Fund Act, proclaimed on 15 December 1989.","The Centre's founding legislation has been amended three times since 1989 - in 1991, 2000 and 2001 - reflecting how its role expanded over more than three decades.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 1 during POI Reader review 2026-09-20; fact 2 cleared.","-20.1634853","57.5127263","promoted - already live in sites.csv","port-louis-islamic-cultural-centre.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","FORENA (Fondation Ressources et Nature) - Endemic tree plantation","quirky","Port Louis, Mauritius","","","","Near the Citadelle (Fort Adelaide), this reforestation site is planted with endemic Mauritian species by FORENA, a local environmental NGO working to restore the island's native forest cover. The hill has suffered serious soil erosion linked to climate change, and FORENA's plan covers roughly 11-12 hectares of the Citadelle's slopes, part of a wider mission that has planted over 20,000 endemic trees and replanted more than 20 hectares across Mauritius.","FORENA's broader restoration work has earned it over 20 Bio ECOcert organic-farming certifications alongside its tree-planting - a sign the foundation pairs reforestation with sustainable agriculture training for local communities.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory).","-20.1630374","57.5094557","promoted - already live in sites.csv","port-louis-forena.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Statue de Saint Louis","statue","St. Louis Cathedral's Garden, Pope Hennessy St, Port Louis, Mauritius","","","","A bronze statue of Saint Louis - King Louis IX of France, the cathedral and city's namesake saint - stands on a stepped stone pedestal in the peaceful courtyard and garden directly outside Saint Louis Cathedral, on Pope Hennessy and Bourbon Streets. It shares the square with a separate 18th-century heritage obelisk that once served as a water fountain, together forming a quiet corner right at the cathedral's front doors.","Louis IX is the only French king ever canonised a saint - he led two Crusades and died of dysentery outside Tunis in 1270. Mauritius's oldest cathedral, and the streets around this square, all carry his name because of that dedication.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Photo replaced 2026-09-20 with user-pasted photo (811x522). Re-composited (blur-pad, 1000x379) since native ratio was much narrower than the app's ~2.64:1 display box and would have decapitated/cropped the statue on center-crop.","-20.1650637","57.5059323","promoted - already live in sites.csv","port-louis-statue-de-saint-louis.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Photographic Museum Of Mauritius","museum","Rue du Vieux Conseil, Port Louis, Mauritius","","","","This museum of historic photography sits on Rue du Vieux Conseil, founded in 1966 by photographer Tristan Bréville and his wife to preserve the island's photographic memory going back to 1839. Housed in an 18th-century building that once belonged to French botanist and administrator Pierre Poivre, it holds over 50,000 old photographs of Mauritius, alongside a collection of historic cameras and equipment.","Among its collection is one of the rarest lenses in photographic history, made by Charles Chevalier for Jacques Daguerre - inventor of the daguerreotype - in 1834, just a few years before photography itself was publicly unveiled.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 1 during POI Reader review 2026-09-20; fact 2 cleared.","-20.164162","57.50356","promoted - already live in sites.csv","port-louis-photographic-museum.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","National Assembly of the Republic of Mauritius","building","National Assembly, Intendance St, Port Louis, Mauritius","","","","This is the seat of the Mauritian parliament, on Intendance Street, housed in the historic New Treasury Building next to Government House - itself the oldest building in the capital, dating to 1738 when Governor Mahé de La Bourdonnais rebuilt it in stone. The Legislative Council has met on this site since 1875, a lineage that runs directly through to today's democratically elected National Assembly.","Lawmakers have been meeting on this exact site since 1875 - nearly 150 years of continuous legislative history, spanning French colonial rule, the British Empire and an independent Mauritius.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 1 during POI Reader review 2026-09-20; facts 2 and 3 cleared.","-20.1630085","57.5033735","promoted - already live in sites.csv","port-louis-national-assembly.jpg","","","","","","","","",""
