leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Port Louis initial list","1","Le Suffren Hotel & Marina","building","Port Louis, Mauritius","","","","A 4-star hotel on the Caudan Waterfront with its own marina, named after Pierre André de Suffren, the 18th-century French admiral who used Île de France (as Mauritius was then called) as his forward base while fighting the British for control of the Indian Ocean during the 1780s. Its nautical-themed rooms and harbour-facing terraces trade on that seafaring history at the water's edge of Port Louis.","Suffren arrived at Île de France in July 1781 to resupply his squadron before waging an inconclusive but fiercely fought naval campaign against Britain's Vice-Admiral Edward Hughes - the same rivalry the hotel's name still nods to over two centuries later.","","GPS: Google Places single match. A commercial hotel, not independently researched. | Expanded via WebSearch (Wikipedia Pierre André de Suffren, ninetysixhotels.com) 2026-09-17","-20.160376","57.495435","confirmed - google places (single match)","port-louis-le-suffren-hotel-marina.jpg","","","","","","","","",""
"Port Louis initial list","1","Meat Market","quirky","Central Market, Port Louis, Mauritius","","","","The butchery section of Port Louis's Central Market, on this site since the market moved to La Corderie Street in 1833, within a building whose gates and cast-iron colonial architecture were inaugurated by Governor Sir William Gomm in 1844. Physically separated from the market's adjoining fish and fresh-produce halls, it supplies much of the capital's daily cooking, and its trade largely follows halal practice, reflecting the sizeable Muslim community concentrated in this part of Port Louis. Trading starts well before dawn, with the busiest activity long over by the time most of the city's shops open for the day.","The oldest surviving building of Central Market dates to 1833 - meaning shoppers here are buying meat in a structure that predates the abolition of slavery in Mauritius (effective 1 February 1835, when 66,343 people were freed) by about two years.","","FLAG FOR USER: GPS needs manual verification. The Places API top match for this query was a specific, wrongly-named business (""Bam & Bambino Cold Storage"", one of 20 candidates that came back for a generic ""Meat Market"" search). Coordinates here are placed near Central Market Port Louis's confirmed location as a reasonable approximation - use in-app GPS correction (Dev Tools drag) once promoted, or treat as effectively the same stop as Central Market. | Expanded via WebSearch (infoilemaurice.com, pickyourtrail.com, thingstodoinportlouis.com) 2026-09-17 | fact date-checked against Wikipedia/ilemaurice.com on Mauritius abolition date 2026-09-17 | GPS corrected to user-provided on-site coordinates 2026-09-17, supersedes earlier placeholder flag. | Further expanded 2026-09-17 via WebSearch (pilotguides.com, holidify.com Central Market history) - added Governor Gomm/1844 inauguration detail and halal-trade context; interesting_fact unchanged (already verified).","-20.15959409788361","57.50236698857931","Confirmed by user on-site GPS","port-louis-meat-market.jpg","","","","","","","","",""
"Port Louis initial list","1","Fish Market","quirky","Port Louis, Mauritius","","","","The fish and seafood section of Central Market Port Louis, opening from around 6am each day as fishermen bring in their catch from the Indian Ocean - octopus (fresh and dried), shark, wahoo, marlin, lobster and more. Unlike the fixed-price stalls elsewhere in the market, this section still runs on an auction system, with fishmongers calling out and haggling over the price of each morning's catch in full view of shoppers - a louder, livelier way of trading than anywhere else in the market complex.","The market's fish auctions happen daily at dawn, which means the liveliest trading here is often over before most tourists - and even most Port Louis office workers - have started their day.","","GPS: Google Places single match. Not independently researched. | Expanded via WebSearch (infoilemaurice.com, pickyourtrail.com) 2026-09-17. No distinct fact specific to the fish section (beyond general market history already used for Meat Market) was found - interesting_fact left blank to avoid repeating that same fact. | GPS corrected to user-provided on-site coordinates 2026-09-17. | Further expanded 2026-09-17 via WebSearch (lemandalamoris.com, ilemaurice.im markets guide) - added the auction-trading detail as this section's distinguishing feature versus the meat/produce sections, and added an interesting_fact (previously left blank for lack of a distinct fact).","-20.15935494797741","57.50255714681074","Confirmed by user on-site GPS","port-louis-fish-market.jpg","","","","","","","","",""
"Port Louis initial list","1","Rabita Hall","building","28 Pope Hennessy St, Port Louis, Mauritius","","","","An event and function hall in central Port Louis, on Pope Hennessy Street close to St James Cathedral, the Supreme Court and the passport office, run by the Muslim Educational Society - a community organisation founded in 1926 by Mawlana Abdullah Rashid Nawab. Alongside weddings, community gatherings and religious lectures, the hall anchors a wider network of educational and social programmes the Society runs across the capital.","The same Society behind Rabita Hall also runs the Rabita Prevocational School, set up in 1999 to give young girls who have dropped out of mainstream education practical skills training and a path back into work - a reminder that a hall best known for weddings is also the public face of a century-old charitable network.","","GPS: Google Places single match. A functioning private venue with minimal public historical information - low priority for a walking-tour stop unless there's a specific story attached. | Expanded via WebSearch (Cybo, Facebook Muslim Educational Society - Rabita Hall) 2026-09-17. Society founding date/founder found but not independently corroborated beyond one source - treated as descriptive context rather than a standalone verified fact, so interesting_fact left blank. | Further expanded 2026-09-17 via WebSearch (actogether.mu Rabita Prevocational School listing, corroborating Facebook page) - founding date/founder now cross-confirmed by a second independent source; added the prevocational-school fact.","-20.1667938","57.5062056","confirmed - google places (single match)","port-louis-rabita-hall.jpg","","","","","","","","",""
"Port Louis initial list","1","Tombeau Malartic","history","Port Louis, Mauritius","","","","An obelisk-tomb in the grounds of Champ de Mars racecourse, raised in 1800 by the colonial administration for Anne Joseph Hippolyte de Maurès, Comte de Malartic, who governed the French territories east of the Cape of Good Hope from 1792 until his death in Port Louis on 28 July 1800. He was popular enough in office that the city's main street was later renamed Rue Malartic in his honour.","The 1892 cyclone was violent enough to snap Malartic's stone tomb-monument clean in two - a small but telling measure of just how destructive that storm was in Champ de Mars.","","GPS: Google Places single match. General knowledge of Governor Malartic's historical significance - specific tomb details not individually WebSearch-verified. | Expanded via WebSearch (Lonely Planet Malartic Tomb, Wikipedia Comte de Malartic) 2026-09-17","-20.1705861","57.5115532","confirmed - google places (single match)","port-louis-tombeau-malartic.jpg","","","","","","","","",""
"Port Louis initial list","1","Port Louis Gymkhana","building","Frère Felix De Valois St, Port Louis, Mauritius","","","","A social and sporting club in the British colonial 'gymkhana club' tradition, part of a model the Empire exported across its colonies from Africa to the Caribbean and Asia. Mauritius's gymkhana golf course, one of the oldest in the Southern Hemisphere, has hosted golf since 1844, when it began life as a service club for officers of the British Royal Navy stationed on the island.","The club's golf course has been played continuously since 1844, making it roughly contemporary with Port Louis's Central Market and one of the oldest sporting grounds anywhere in the Indian Ocean region.","","GPS: Google Places single match. Not independently researched. | Expanded via WebSearch (mauritiusnow.com, mauritius.com Gymkhana Club Golf Course) 2026-09-17","-20.1715418","57.5100317","confirmed - google places (single match)","port-louis-gymkhana.jpg","","","","","","","","",""
"Port Louis initial list","1","Tien Tan Chinese Pagoda","building","Foot of Signal Mountain, near Chinatown, Port Louis, Mauritius","","","","A Chinese Buddhist and Taoist temple at the foot of Signal Mountain, on the edge of Port Louis's Chinatown district, built in the 1960s as a scaled-down replica of Beijing's famous Temple of Heaven (Tian Tan), from which it takes its name - also written locally as Thien-Thane Pagode. A bright red staircase leads up to the temple against the green backdrop of the mountain, and inside there are no statues, only an altar where the faithful leave offerings beneath softly glowing lanterns and intricately carved decoration.","Unlike most pagodas, which are filled with statues of deities, the inside of Tien Tan Pagoda is deliberately bare but for a single altar - visitors come to light incense and leave offerings rather than to view religious imagery, in keeping with its Taoist roots.","","CORRECTED 2026-09-17, per user decision: this row previously covered a different building under the same name (a Chinese community/banquet hall on Justice Street, itself renamed here from ""Chinese Hall"" in an earlier review pass). Further research established that ""Tien Tan Pagoda"" properly refers to a real, separate, well-documented temple at the foot of Signal Mountain (also called Thien-Thane Pagode) - GPS, address, description, fact and photo have all been retargeted to that temple; the old Justice Street hall content has been dropped from this row entirely. GPS: Google Places single match (""Thien-Thane Pagode""). History via ozoutback.com, mauritiusattractions.com, voyageilemaurice.com WebSearch.","-20.176171","57.507138999999995","confirmed - google places (single match)","port-louis-tien-tan-pagoda.jpg","","","","","","","","",""
"Port Louis initial list","1","La Butte Glissement de terrain","history","Port Louis, Mauritius","","","","A site marking La Butte, one of Port Louis's recognised landslide-risk zones, where steep basalt slopes and clay-rich soils have repeatedly given way after heavy rain or nearby construction work. The area has been monitored and studied by the municipality and engineering researchers for years as part of wider efforts to manage landslide hazards across the city.","In August 2017, excavation work for the Metro Express rail project triggered a landslide at La Butte that cracked a road, brought down a utility pylon and damaged nearby walls - a vivid, recent example of why the site is flagged as high-risk.","","GPS: Google Places single match, only 1 review. Not independently researched - details of the landslide event unconfirmed. | Expanded via WebSearch (lexpress.mu, lemauricien.com Metro Express landslide reporting, allAfrica.com) 2026-09-17. Earlier source_notes speculated about 'the landslide event' (singular) - sources instead show this is a recurring risk zone with multiple recorded incidents, not one single historic event.","-20.1676602","57.4924214","confirmed - google places (single match), content unverified","port-louis-la-butte-glissement-de-terrain.jpg","","","","","","","","",""
"Port Louis initial list","1","Street Art and Murals","quirky","26 Dr Sun Yat Sen St, Port Louis, Mauritius","","","","A cluster of colourful murals along Dr Sun Yat Sen Street and the adjoining alley nicknamed 'Manga Street' (Venpin Street), in Port Louis's Chinatown. The artwork - including a giant dragon, a Bruce Lee portrait and anime-style characters - grew out of a revitalisation drive begun in 2005 by the New Chinatown Foundation, a group of young residents determined to breathe new life into a once run-down district.","Many of the murals here were painted to mark the 50th anniversary of bilateral ties between Mauritius and China, turning a once-neglected back alley into one of the most photographed spots in Port Louis.","","GPS: Google Places single match. MERGED ENTRY: the original saved list had two separate rows for this - ""Graffiti"" and ""Street Art and Murals"" - which both resolved to the exact same Google Places location (id ChIJBU9wuv1RfCERixnNYAZ19lQ), so they've been combined into one POI to avoid a duplicate. Original count was 88 places; this file has 87 rows for that reason. | Expanded via WebSearch (letsventureout.com, hive.blog Street Art series, enjoymaurice.com) 2026-09-17","-20.1600031","57.507832","confirmed - google places (single match) - merged duplicate list entry","port-louis-street-art-and-murals.jpg","","","","","","","","",""
"Port Louis initial list","1","Square Khadafi","history","51 Madad ul Islam St, Port Louis, Mauritius","","","","A public square in Plaine Verte, Port Louis's Muslim quarter, popularly known as Khadafi Square after Libyan leader Muammar Gaddafi donated a statue of himself to the city here in the 1980s, reflecting Libyan-Mauritian ties of that era. The statue was removed after Gaddafi's fall from power in 2011, but the square has kept his name and remains a community gathering point for the neighbourhood.","The statue that gave the square its name outlasted Gaddafi's own rule by only months - it came down soon after his 2011 overthrow and death, yet locals still call the square by his name today.","","GPS: Google Places, 2 candidates (""Square Khadafi""/""Khadafi Square"" - same place). Naming context is a plausible inference, not independently WebSearch-verified - worth confirming if shortlisted. | Expanded via WebSearch (mapcarta.com, GREAT AFRICA/Facebook, local Mauritius social media) 2026-09-17. Confirms earlier source_notes speculation about Libyan-funded ties - specifically a donated statue, since removed.","-20.1589129","57.5114255","confirmed - google places (verified against 2 candidates), naming context unverified","port-louis-square-khadafi.jpg","","","","","","","","",""
"Port Louis initial list","1","Old Ghoon Mazaar","religious_building","47b Benares St, Port Louis, Mauritius","","","","A mazaar (shrine to a revered holy figure) on Benares Street in Plaine Verte, the historic Muslim quarter of Port Louis that sits on the far side of the Citadelle hill. The district is the traditional home of the Ghoon (or Yamsé) festival, observed since 1790 by Mauritius's Shia Muslim minority to commemorate the martyrdom of Hussain, grandson of the Prophet Muhammad, during the Islamic month of Muharram.","The Ghoon festival tradition in Plaine Verte dates back to 1790 - old enough that Mauritius was still Île de France under French rule when it began, and it has been observed here through French, British and independent Mauritian eras alike.","","GPS: Google Places single match, no rating data yet. Not independently researched - the specific figure honoured here is unconfirmed. | Expanded via WebSearch (mautourco.com, halendar.wordpress.com, Lonely Planet Plaine Verte) 2026-09-17. Note: the specific holy figure honoured at this particular mazaar was not independently confirmed - description focuses on the well-documented Ghoon/Plaine Verte context instead.","-20.1594574","57.514343","confirmed - google places (single match), content unverified","","","","","","","","","",""
"Port Louis initial list","1","Islamic Cultural Centre","building","Port Louis, Mauritius","","","","A community centre serving Port Louis's Muslim community, established in August 1987 to meet a long-felt need for a dedicated cultural institution, in line with the Mauritian government's policy of promoting the cultural heritage of all communities on the island. It was placed on a formal legal footing two years later through the Islamic Cultural Centre Trust Fund Act, proclaimed on 15 December 1989 and subsequently amended several times.","The Centre's founding legislation has been amended three times since 1989 - in 1991, 2000 and 2001 - reflecting how its role expanded over more than three decades.","","GPS: Google Places single match. Not independently researched. | Expanded via WebSearch (yelo.mu, Islamic Cultural Centre Trust Fund Act references) 2026-09-17","-20.1634853","57.5127263","confirmed - google places (single match)","port-louis-islamic-cultural-centre.jpg","","","","","","","","",""
"Port Louis initial list","1","FORENA (Fondation Ressources et Nature) - Endemic tree plantation","quirky","Port Louis, Mauritius","","","","A reforestation site near the Citadelle (Fort Adelaide), planted with endemic Mauritian species by FORENA, a local environmental NGO working to restore the island's native forest cover. The hill has suffered serious soil erosion linked to climate change, and FORENA's plan covers roughly 11-12 hectares of the Citadelle's slopes as part of a wider mission that has planted over 20,000 endemic trees and replanted more than 20 hectares across Mauritius.","FORENA's broader restoration work has earned it over 20 Bio ECOcert organic-farming certifications alongside its tree-planting - a sign the foundation pairs reforestation with sustainable agriculture training for local communities.","","GPS: Google Places single match, only 1 review. Not independently researched. | Expanded via WebSearch (equatorinitiative.org, forena.mu, panorama.solutions) 2026-09-17","-20.1630374","57.5094557","confirmed - google places (single match)","port-louis-forena.jpg","","","","","","","","",""
"Port Louis initial list","1","Statue de Saint Louis","statue","St. Louis Cathedral's Garden, Pope Hennessy St, Port Louis, Mauritius","","","","A statue of Saint Louis (King Louis IX of France) standing in the garden of St Louis Cathedral, honouring the city and cathedral's namesake saint. It provides a quiet, reflective spot in the cathedral grounds, framed by the church's striking facade and well-kept gardens in the heart of Port Louis.","","","GPS: Google Places single match. Not independently researched. | Expanded via WebSearch (evendo.com, Lonely Planet St Louis Cathedral) 2026-09-17. Sources describe the statue's setting but no specific commissioning date/sculptor was independently found - interesting_fact left blank rather than fabricated.","-20.1650637","57.5059323","confirmed - google places (single match)","port-louis-statue-de-saint-louis.jpg","","","","","","","","",""
"Port Louis initial list","1","Photographic Museum Of Mauritius","museum","Rue du Vieux Conseil, Port Louis, Mauritius","","","","A museum of historic photography on Rue du Vieux Conseil, founded in 1966 by photographer Tristan Bréville and his wife to preserve the island's photographic memory since 1839. Housed in an 18th-century building that once belonged to French botanist and administrator Pierre Poivre, it holds over 50,000 old photographs of Mauritius along with a collection of historic cameras and equipment.","Among its collection is one of the rarest lenses in photographic history, made by Charles Chevalier for Jacques Daguerre - inventor of the daguerreotype - in 1834, just a few years before photography itself was publicly unveiled.","","GPS: Google Places single match. Not independently researched. Note: an automated image search for this entry returned an unrelated Danish painting (matched only on the word ""Mauritius"") - image left blank. | Expanded via WebSearch (musee.photo, mauritiusattractions.com, Wanderlog) 2026-09-17. Note: image left blank per earlier source_notes due to an unrelated Danish-painting mismatch - unaffected by this text update.","-20.164162","57.50356","confirmed - google places (single match)","port-louis-photographic-museum.jpg","","","","","","","","",""
"Port Louis initial list","1","National Assembly of the Republic of Mauritius","building","National Assembly, Intendance St, Port Louis, Mauritius","","","","The seat of the Mauritian parliament on Intendance Street, housed in the historic New Treasury Building next to Government House - itself the oldest building in the capital, dating to 1738 when Governor Mahé de Labourdonnais rebuilt it in stone. The Legislative Council has met on this site since 1875, a lineage that runs directly through to today's democratically elected National Assembly.","Lawmakers have been meeting on this exact site since 1875 - nearly 150 years of continuous legislative history, spanning French colonial rule, the British Empire and an independent Mauritius.","","GPS: Google Places single match. Not independently researched. | Expanded via WebSearch (Holidify Place d'Armes/Government House, distrust.wiki.ac.mu) 2026-09-17","-20.1630085","57.5033735","confirmed - google places (single match)","port-louis-national-assembly.jpg","","","","","","","","",""
"Port Louis initial list","1","Natural History Museum","museum","Port Louis, Mauritius","","","","The Mauritius Institute's Natural History Museum, on the ground floor of a National Heritage building constructed between 1880 and 1884 and modelled partly on Sri Lanka's Colombo Museum. Its collections trace back to 1826, when naturalists Julien Desjardins and Louis Bouton first proposed a museum to the governor - the resulting Desjardins Museum opened in 1842, decades before the current building existed, and the institution was declared a National Museum in 2000.","The museum's most complete dodo skeleton was not unearthed until 1904, discovered by a Port Louis barber named Étienne Thirioux, whose amateur fossil-hunting turned up one of the best specimens of the extinct bird ever found.","","GPS: Google Places single match. Dodo connection is well-established general knowledge; specific exhibit details not individually WebSearch-verified. | Expanded via WebSearch (Wikipedia Natural History Museum Port Louis, momaa.org) 2026-09-17","-20.1632341","57.5023736","confirmed - google places (single match)","port-louis-natural-history-museum.jpg","","","","","","","","",""
"Port Louis initial list","1","Église Adventiste Du Septième Jour Port-Louis","religious_building","St Louis St, Port Louis, Mauritius","","","","A Seventh-day Adventist congregation on St Louis Street, part of a Protestant denomination formally organised in 1863 out of mid-19th-century Christian eschatological movements. Distinctively, Adventists worship on Saturdays rather than Sundays and are active locally in health, education and humanitarian work, alongside the denomination's emphasis on Biblical authority.","","","GPS: Google Places, 2 candidates (this one and a Terre Rouge branch - address confirms this is the Port Louis one). Not independently researched. | Expanded via WebSearch (museeprotestant.org, oikoumene.org) 2026-09-17. General Adventist denomination history found; this specific Port Louis congregation's founding date was not independently confirmed - interesting_fact left blank rather than fabricated.","-20.1659055","57.5016627","confirmed - google places (verified against 2 candidates)","","","","","","","","","",""
"Port Louis initial list","1","La Galerie du Génie","building","6 Edith Cavell St, Port Louis, Mauritius","","","","A 602-square-metre exhibition and events space on Edith Cavell Street, inside an 18th-century building originally known as the Hôtel du Génie. It now hosts art exhibitions, markets and concerts as part of EDITH, a cultural venue aiming to make the space Port Louis's community meeting point for the local arts scene.","The building once served as storage for the survey maps of Jean Baptiste Lislet Geoffroy, the island's pioneering 18th-century hydrographic engineer - making a space now devoted to contemporary art the former archive of some of Mauritius's earliest scientific cartography.","","GPS: Google Places single match. Not independently researched. | Expanded via WebSearch (edith.mu History of EDITH, lejournaldesarchipels.com) 2026-09-17","-20.164012","57.4995742","confirmed - google places (single match)","port-louis-la-galerie-du-genie.jpg","","","","","","","","",""
"Port Louis initial list","1","The Bank of Mauritius Museum","museum","Sir William Newton St, Port Louis, Mauritius","","","","A museum on the history of currency in Mauritius, run by the country's central bank inside its original premises on Sir William Newton Street. It opened on 3 March 2018, marking the 50th anniversary of both the Bank of Mauritius and Mauritian independence, and displays around 500 artefacts spanning from the 12th-century Arab period through to the present, drawn together with contributions from the MCB Group, HSBC Mauritius, the Royal Mint and banknote maker Thomas De La Rue.","Among the museum's prized pieces is the Piastre Decaen - the only coin ever minted in Mauritius itself, and the only coin ever struck by France outside mainland France for use in one of its colonies.","","GPS: Google Places single match. Not independently researched. Note: an automated image search for this entry returned an unrelated shipwreck-survey document (matched only on the word ""Bank"") - image left blank. | Expanded via WebSearch (bom.mu About the Museum, numista.com) 2026-09-17","-20.1619686","57.5034549","confirmed - google places (single match)","port-louis-bank-of-mauritius-museum.jpg","","","","","","","","",""
"Port Louis initial list","1","Queen Victoria Statue","statue","Royal Rd, Port Louis, Mauritius","","","","A statue of Queen Victoria standing at Place d'Armes in front of Government House, erected in 1897 during the height of the British colonial era on the island. Its inscription reads 'To the memory of beloved and much regretted Queen Victoria Empress of India - the Inhabitants of Mauritius', reflecting the formal affection colonial-era Mauritius expressed toward the monarch.","The statue was raised in 1897, the same year Victoria marked her Diamond Jubilee - 60 years on the throne - meaning Mauritius's tribute went up as similar Victoria statues were being unveiled across the British Empire to mark the same milestone.","","GPS: Google Places single match. Not independently researched. | Expanded via WebSearch (Alamy, Wikimedia Commons Statue of Queen Victoria Port Louis) 2026-09-17","-20.1624886","57.502831","confirmed - google places (single match)","port-louis-queen-victoria-statue.jpg","","","","","","","","",""
"Port Louis initial list","1","Statue of William Newton","statue","Royal Rd, Port Louis, Mauritius","","","","A statue of Sir William Newton (1842-1915), a Mauritian lawyer of mixed Indo-Mauritian and Scottish descent who led the reformist movement launched in 1882 demanding an elected element in the colonial Legislative Council. His campaigning under the administration of Governor Sir John Pope Hennessy helped bring about the Constitutional Reform of 1885, which for the first time let Indo-Mauritians and other non-white islanders elect their own representatives.","The Constitution Newton helped win came into force on 20 October 1885 - the first time in Mauritian history that non-white islanders could vote for their own representatives in the colonial legislature.","","GPS: Google Places single match. General knowledge of William Newton's role in Mauritian political history - not individually WebSearch-verified. | Expanded via WebSearch (Wikipedia William Newton (Mauritian politician), mauritiusheritage.com) 2026-09-17","-20.162442","57.5026104","confirmed - google places (single match)","port-louis-william-newton-statue.jpg","","","","","","","","",""
"Port Louis initial list","1","Statue of Sir John Pope Hennessy","statue","Royal Rd, Port Louis, Mauritius","","","","A statue of Sir John Pope Hennessy, an Irish-born colonial administrator who served as Governor of Mauritius from 1883 to 1889. Regarded as a progressive and liberal governor by the standards of his time, his administration presided over the reformist movement that produced the 1885 Constitutional Reform, extending the vote to Indo-Mauritian and other non-white islanders for the first time.","Before Mauritius, Pope Hennessy had already governed the Bahamas, Barbados and Hong Kong - Mauritius was one stop in an unusually well-travelled career administering four very different corners of the British Empire.","","GPS: Google Places single match. General knowledge of Pope Hennessy's governorship - not individually WebSearch-verified. | Expanded via WebSearch (Wikipedia John Pope Hennessy, Alamy) 2026-09-17","-20.1623196","57.5027475","confirmed - google places (single match)","port-louis-john-pope-hennessy-statue.jpg","","","","","","","","",""
"Port Louis initial list","1","China Town Gate","quirky","48 Royal Rd, Port Louis, Mauritius","","","","One of the ornamental Friendship Gates marking the entrance to Port Louis's Chinatown on Royal Road, one of the oldest Chinatowns in Africa. The gates were a gift from Foshan, in Guangdong province, Port Louis's twin city in China, symbolising the long-standing links between the two places and the wider friendship between Mauritius and China.","Chinatown's roots reach back to the 1780s, when the first Chinese migrants arrived in Port Louis from Guangzhou aboard British, French and Danish ships - making it one of the oldest continuously inhabited Chinese communities anywhere in Africa.","","GPS: Google Places single match. Not independently researched. | Expanded via WebSearch (mauritiusnow.com, gpsmycity.com Chinatown Gate) 2026-09-17","-20.1595616","57.5056429","confirmed - google places (single match)","port-louis-china-town-gate.jpg","","","","","","","","",""
"Port Louis initial list","1","Intercontinental Slavery Museum","museum","Port Louis, Mauritius","","","","A museum documenting the history of slavery and indentured labour in the Indian Ocean, opened on 4 September 2023 inside Port Louis's former military hospital - the oldest building in the city, constructed between 1736 and 1740 under Governor Mahé de Labourdonnais, reportedly by enslaved labour. Its exhibits include objects unearthed from the old slave cemetery at Albion during 2021-22 excavations, alongside 63 ethnographic plaster busts cast in 1846 from the faces of enslaved people from Mauritius, Tanzania and the Comoros.","The museum's 63 plaster busts, made in 1846 by Eugène de Froberville, were cast directly from the faces of enslaved individuals - an unusually direct and unsettling physical record of people who left almost no other trace in the historical archive.","","GPS: Google Places single match. Wikimedia image search confirmed the correct building (""Intercontinental Slavey Museum Mauritius, Ex-Military Hospital Building""). General context on slavery's history in Mauritius is well-established; specific museum content not individually WebSearch-verified. | Expanded via WebSearch (Wikipedia Intercontinental Slavery Museum, UNESCO, ismmauritiusltd.govmu.org) 2026-09-17","-20.1590301","57.5021829","confirmed - google places (single match)","port-louis-intercontinental-slavery-museum.jpg","","","","","","","","",""
"Port Louis initial list","1","Mauritius Postal Museum","museum","Port Louis Waterfront, Trunk Road, Port Louis, Mauritius","","","","A museum tracing the island's postal history, in a mid-Victorian building on the waterfront built between 1865 and 1870 and listed as a national monument since 1958. It served as Mauritius's main post office from December 1870 (and gained the Central Telegraph Office in 1877) before being converted into a museum in 2008, covering postal services from the Dutch and French periods through British rule.","In 1846, Mauritius became the fifth country in the world - and the first British colony - to require prepayment of postage using stamps, producing the famous Penny Red and Two Pence Blue, the same stamps now celebrated at the nearby Blue Penny Museum.","","GPS: Google Places single match. Not independently researched. | Expanded via WebSearch (mauritiuspost.mu, Wikipedia Mauritius Postal Museum) 2026-09-17","-20.1599754","57.5016688","confirmed - google places (single match)","port-louis-postal-museum.jpg","","","","","","","","",""
"Port Louis initial list","1","Alte Windmühle (Windmill Museum)","museum","Waterfront Underpass, Port Louis, Mauritius","","","","Port Louis's historic waterfront windmill, built in 1736 to grind flour for dockworkers in the harbour - a French-style mill with four sails and a pointed cap. After the British took the island in 1810 it was repurposed as a signal tower, then abandoned for much of the 20th century before being restored to full working order in 1998 with help from the French windmill association ARAM. It has operated as a small museum around the restored mill since 1999.","The mill sat derelict for most of the 20th century before French millwrights' association ARAM helped bring it back to full working condition in 1998 - meaning it can technically still grind flour today, over 280 years after it was built.","","Merged 2026-09-17 from two duplicate CSV rows (""Alte Windmühle"" and ""Windmill Museum"") describing the same physical 1736 mill, ~10m apart in GPS - flagged as likely duplicates by background research, confirmed and combined at user instruction. Researched via WebSearch (windmillworld.com, letsdiscovermauritius.com, evendo.com, Alamy) 2026-09-17.","-20.1594586","57.5011402","confirmed - google places (single match)","port-louis-alte-windmuhle.jpg","","","","","","","","",""
"Port Louis initial list","1","SBM Fountain","quirky","Quay St, Port Louis, Mauritius","","","","A dancing fountain on the Port Louis waterfront, donated by the State Bank of Mauritius as part of a revamp of the waterfront masterminded by developer Landscope Mauritius. Lit and choreographed to music in the evenings, it was conceived as a symbol of unity and harmony among Mauritius's diverse communities.","","","GPS: Google Places single match. Not independently researched. | Expanded via WebSearch (evendo.com, portlouiswaterfront.com SBM Fountain Show) 2026-09-17. Installation date not independently confirmed - interesting_fact left blank rather than fabricated.","-20.1603956","57.5005954","confirmed - google places (single match)","port-louis-sbm-fountain.jpg","","","","","","","","",""
"Port Louis initial list","1","SAJ Statue","statue","Quay St, Port Louis, Mauritius","","","","A bronze statue of Sir Anerood Jugnauth ('SAJ'), unveiled at the Port Louis Waterfront on 15 June 2024, honouring the former Prime Minister and President who dominated Mauritian politics for decades. It stands beside an earlier statue of Sir Seewoosagur Ramgoolam, placing two of independent Mauritius's most prominent leaders side by side on the same esplanade.","At 3.6 metres tall, the SAJ statue was built about 30 centimetres taller than the neighbouring Ramgoolam statue, and its Rs 13.5 million cost and sculptor Devanand Bungshee's likeness both drew public criticism at the time of unveiling.","","GPS: Google Places single match. Identity inference (""SAJ"" = Sir Anerood Jugnauth) is plausible but not independently WebSearch-verified. | Expanded via WebSearch (defimedia.info, lexpress.mu, sundaytimesmauritius.com) 2026-09-17. Confirms earlier source_notes identity inference (SAJ = Sir Anerood Jugnauth) and gives exact unveiling date.","-20.1606836","57.5009595","confirmed - google places (single match), identity unverified","port-louis-saj-statue.jpg","","","","","","","","",""
"Port Louis initial list","1","Bust of Queen Victoria","statue","Port Louis, Mauritius","","","","A bust of Queen Victoria near the Port Louis waterfront, distinct from the full-length Queen Victoria Statue that stands at Place d'Armes in front of Government House (erected 1897). Like that statue, it dates from an era when such colonial-era tributes to the monarch were common across British territories.","","","GPS: Google Places single match, no rating data yet. Not independently researched. | Expanded via WebSearch (Alamy, Wikimedia Commons Statue of Queen Victoria category): two attempts confirmed this bust is documented as separate from the main Place d'Armes statue, but found no independent history specific to the bust itself (date, sculptor, commissioning) - interesting_fact left blank rather than fabricated. 2026-09-17","-20.1631999","57.4984905","confirmed - google places (single match)","","","","","","","","","",""
"Port Louis initial list","1","Victoria Metro Station","building","Place Victoria Bus Terminal, Port Louis, Mauritius","","","","The starting terminus of the Metro Express, Mauritius's modern light-rail network, at the Place Victoria transport hub in central Port Louis. Phase 1, running from Port Louis Victoria to Rose Hill Central, opened on 3 October 2019 with full commercial service from 10 January 2020, and the station now connects seamlessly to buses, taxis and a pedestrian bridge to Caudan Waterfront.","Port Louis actually had a railway well over a century before the Metro Express - the island's first line opened in 1864, running some 50 km north and east from Port Louis via Roche Bois, Pamplemousses and Flacq.","","GPS: Google Places single match. Not independently researched. | Expanded via WebSearch (Wanderlog, mauritiusmetroexpress.mu, railwaygazette.com) 2026-09-17","-20.1626232","57.4980481","confirmed - google places (single match)","port-louis-victoria-metro-station.jpg","","","","","","","","",""
